Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
D1,27/08/05,Wolfsburg,Leverkusen,2,1,H,1,1,D,2005-06
D1,28/08/05,Bielefeld,Mainz,2,0,H,2,0,H,2005-06
D1,28/08/05,Duisburg,Dortmund,1,1,D,0,0,D,2005-06
D1,10/9/2005,Hannover,Ein Frankfurt,2,0,H,1,0,H,2005-06
D1,10/9/2005,Kaiserslautern,Werder Bremen,1,5,A,0,3,A,2005-06
D1,10/9/2005,Leverkusen,Schalke 04,1,1,D,0,0,D,2005-06
D1,10/9/2005,Mainz,Hamburg,1,3,A,0,1,A,2005-06
D1,10/9/2005,M'gladbach,Duisburg,2,1,H,1,1,D,2005-06
D1,10/9/2005,Nurnberg,Bayern Munich,1,2,A,1,1,D,2005-06
D1,10/9/2005,Stuttgart,Bielefeld,1,1,D,0,0,D,2005-06
D1,11/9/2005,Dortmund,FC Koln,2,1,H,1,0,H,2005-06
D1,11/9/2005,Hertha,Wolfsburg,3,0,H,0,0,D,2005-06
D1,17/09/05,Bayern Munich,Hannover,1,0,H,1,0,H,2005-06
D1,17/09/05,Bielefeld,Kaiserslautern,0,0,D,0,0,D,2005-06
D1,17/09/05,FC Koln,M'gladbach,2,1,H,2,0,H,2005-06
D1,17/09/05,Hamburg,Ein Frankfurt,1,1,D,0,0,D,2005-06
D1,17/09/05,Mainz,Stuttgart,1,2,A,0,0,D,2005-06
D1,17/09/05,Werder Bremen,Dortmund,3,2,H,1,1,D,2005-06
D1,17/09/05,Wolfsburg,Nurnberg,1,1,D,1,0,H,2005-06
D1,18/09/05,Duisburg,Leverkusen,1,3,A,1,2,A,2005-06
D1,18/09/05,Schalke 04,Hertha,0,0,D,0,0,D,2005-06
D1,20/09/05,Dortmund,Bielefeld,2,0,H,1,0,H,2005-06
D1,20/09/05,Ein Frankfurt,Bayern Munich,0,1,A,0,0,D,2005-06
D1,20/09/05,Hannover,Wolfsburg,2,4,A,1,4,A,2005-06
D1,20/09/05,M'gladbach,Werder Bremen,2,1,H,0,1,A,2005-06
D1,21/09/05,Hertha,Duisburg,3,2,H,1,1,D,2005-06
D1,21/09/05,Kaiserslautern,Mainz,0,2,A,0,1,A,2005-06
D1,21/09/05,Leverkusen,FC Koln,2,1,H,1,0,H,2005-06
D1,21/09/05,Nurnberg,Schalke 04,1,1,D,1,0,H,2005-06
D1,21/09/05,Stuttgart,Hamburg,1,2,A,0,1,A,2005-06
D1,24/09/05,Bielefeld,M'gladbach,0,2,A,0,1,A,2005-06
D1,24/09/05,Duisburg,Nurnberg,1,0,H,1,0,H,2005-06
D1,24/09/05,Hamburg,Bayern Munich,2,0,H,1,0,H,2005-06
D1,24/09/05,Mainz,Dortmund,1,1,D,0,0,D,2005-06
D1,24/09/05,Schalke 04,Hannover,2,0,H,0,0,D,2005-06
D1,24/09/05,Werder Bremen,Leverkusen,2,1,H,0,0,D,2005-06
D1,24/09/05,Wolfsburg,Ein Frankfurt,1,0,H,1,0,H,2005-06
D1,25/09/05,FC Koln,Hertha,0,1,A,0,0,D,2005-06
D1,25/09/05,Stuttgart,Kaiserslautern,1,0,H,1,0,H,2005-06
D1,1/10/2005,Bayern Munich,Wolfsburg,2,0,H,0,0,D,2005-06
D1,1/10/2005,Ein Frankfurt,Schalke 04,0,1,A,0,0,D,2005-06
D1,1/10/2005,Hannover,Duisburg,1,1,D,1,1,D,2005-06
D1,1/10/2005,Hertha,Werder Bremen,1,2,A,0,0,D,2005-06
D1,1/10/2005,Leverkusen,Bielefeld,1,1,D,0,0,D,2005-06
D1,1/10/2005,M'gladbach,Mainz,1,0,H,1,0,H,2005-06
D1,1/10/2005,Nurnberg,FC Koln,2,1,H,1,0,H,2005-06
D1,2/10/2005,Dortmund,Stuttgart,0,0,D,0,0,D,2005-06
D1,2/10/2005,Kaiserslautern,Hamburg,0,3,A,0,1,A,2005-06
D1,15/10/05,Bielefeld,Hertha,3,0,H,2,0,H,2005-06
D1,16/10/05,Duisburg,Ein Frankfurt,0,1,A,0,1,A,2005-06
D1,16/10/05,FC Koln,Hannover,1,4,A,0,0,D,2005-06
D1,15/10/05,Hamburg,Wolfsburg,0,1,A,0,1,A,2005-06
D1,15/10/05,Kaiserslautern,Dortmund,3,3,D,1,3,A,2005-06
D1,15/10/05,Mainz,Leverkusen,3,1,H,0,0,D,2005-06
D1,15/10/05,Schalke 04,Bayern Munich,1,1,D,0,1,A,2005-06
D1,15/10/05,Stuttgart,M'gladbach,1,1,D,0,1,A,2005-06
D1,15/10/05,Werder Bremen,Nurnberg,6,2,H,3,1,H,2005-06
D1,22/10/05,Bayern Munich,Duisburg,4,0,H,2,0,H,2005-06
D1,22/10/05,Ein Frankfurt,FC Koln,6,3,H,4,1,H,2005-06
D1,22/10/05,Hannover,Werder Bremen,0,0,D,0,0,D,2005-06
D1,22/10/05,Hertha,Mainz,3,1,H,2,0,H,2005-06
D1,22/10/05,M'gladbach,Kaiserslautern,4,1,H,3,1,H,2005-06
D1,22/10/05,Nurnberg,Bielefeld,2,3,A,1,1,D,2005-06
D1,22/10/05,Wolfsburg,Schalke 04,0,0,D,0,0,D,2005-06
D1,23/10/05,Dortmund,Hamburg,1,1,D,0,0,D,2005-06
D1,23/10/05,Leverkusen,Stuttgart,1,1,D,0,0,D,2005-06
D1,29/10/05,Dortmund,M'gladbach,2,1,H,1,0,H,2005-06
D1,29/10/05,Duisburg,Wolfsburg,1,0,H,0,0,D,2005-06
D1,29/10/05,FC Koln,Bayern Munich,1,2,A,1,0,H,2005-06
D1,29/10/05,Hamburg,Schalke 04,1,0,H,1,0,H,2005-06
D1,29/10/05,Kaiserslautern,Leverkusen,2,2,D,1,1,D,2005-06
D1,29/10/05,Stuttgart,Hertha,3,3,D,0,1,A,2005-06
D1,29/10/05,Werder Bremen,Ein Frankfurt,4,1,H,1,1,D,2005-06
D1,30/10/05,Bielefeld,Hannover,4,1,H,1,0,H,2005-06
D1,30/10/05,Mainz,Nurnberg,4,1,H,3,1,H,2005-06
D1,5/11/2005,Bayern Munich,Werder Bremen,3,1,H,3,1,H,2005-06
D1,5/11/2005,Ein Frankfurt,Bielefeld,3,0,H,1,0,H,2005-06
D1,5/11/2005,Hannover,Mainz,2,2,D,0,1,A,2005-06
D1,5/11/2005,Hertha,Kaiserslautern,3,0,H,1,0,H,2005-06
D1,5/11/2005,Leverkusen,Dortmund,2,1,H,1,0,H,2005-06
D1,5/11/2005,Schalke 04,Duisburg,3,0,H,1,0,H,2005-06
D1,5/11/2005,Wolfsburg,FC Koln,1,1,D,1,0,H,2005-06
D1,6/11/2005,M'gladbach,Hamburg,0,0,D,0,0,D,2005-06
D1,6/11/2005,Nurnberg,Stuttgart,0,1,A,0,1,A,2005-06
D1,19/11/05,Bielefeld,Bayern Munich,1,2,A,0,0,D,2005-06
D1,19/11/05,Dortmund,Hertha,2,0,H,2,0,H,2005-06
D1,19/11/05,FC Koln,Schalke 04,2,2,D,0,1,A,2005-06
D1,19/11/05,Kaiserslautern,Nurnberg,1,3,A,1,1,D,2005-06
D1,19/11/05,Mainz,Ein Frankfurt,2,2,D,0,2,A,2005-06
D1,19/11/05,M'gladbach,Leverkusen,1,1,D,1,1,D,2005-06
D1,19/11/05,Werder Bremen,Wolfsburg,6,1,H,2,0,H,2005-06
D1,20/11/05,Hamburg,Duisburg,2,0,H,2,0,H,2005-06
D1,20/11/05,Stuttgart,Hannover,2,2,D,1,0,H,2005-06
D1,26/11/05,Bayern Munich,Mainz,2,1,H,1,1,D,2005-06
D1,26/11/05,Hannover,Kaiserslautern,5,1,H,2,0,H,2005-06
D1,26/11/05,Leverkusen,Hamburg,0,1,A,0,0,D,2005-06
D1,26/11/05,Nurnberg,Dortmund,1,2,A,0,2,A,2005-06
D1,26/11/05,Schalke 04,Werder Bremen,2,1,H,1,0,H,2005-06
D1,26/11/05,Wolfsburg,Bielefeld,0,0,D,0,0,D,2005-06
D1,27/11/05,Ein Frankfurt,Stuttgart,1,1,D,1,0,H,2005-06
D1,27/11/05,Hertha,M'gladbach,2,2,D,0,2,A,2005-06
D1,3/12/2005,Bielefeld,Schalke 04,0,1,A,0,0,D,2005-06
D1,3/12/2005,Dortmund,Hannover,0,2,A,0,1,A,2005-06
D1,3/12/2005,Hamburg,FC Koln,3,1,H,1,0,H,2005-06
D1,3/12/2005,M'gladbach,Nurnberg,0,1,A,0,0,D,2005-06
D1,3/12/2005,Stuttgart,Bayern Munich,0,0,D,0,0,D,2005-06
D1,3/12/2005,Werder Bremen,Duisburg,2,0,H,0,0,D,2005-06
D1,4/12/2005,Leverkusen,Hertha,1,2,A,1,0,H,2005-06
D1,4/12/2005,Mainz,Wolfsburg,5,1,H,3,1,H,2005-06
D1,6/12/2005,Duisburg,FC Koln,1,1,D,1,1,D,2005-06
D1,10/12/2005,Duisburg,Bielefeld,1,1,D,1,0,H,2005-06
D1,10/12/2005,Ein Frankfurt,Dortmund,2,0,H,1,0,H,2005-06
D1,10/12/2005,Hamburg,Hertha,2,1,H,2,0,H,2005-06
D1,10/12/2005,Hannover,M'gladbach,1,1,D,0,0,D,2005-06
D1,10/12/2005,Nurnberg,Leverkusen,1,1,D,1,1,D,2005-06
D1,10/12/2005,Schalke 04,Mainz,1,0,H,0,0,D,2005-06
D1,10/12/2005,Wolfsburg,Stuttgart,0,1,A,0,0,D,2005-06
D1,11/12/2005,Bayern Munich,Kaiserslautern,2,1,H,1,1,D,2005-06
D1,11/12/2005,FC Koln,Werder Bremen,1,4,A,1,1,D,2005-06
D1,14/12/05,Kaiserslautern,Ein Frankfurt,1,2,A,0,0,D,2005-06
D1,17/12/05,Bielefeld,FC Koln,3,2,H,0,1,A,2005-06
D1,17/12/05,Dortmund,Bayern Munich,1,2,A,0,0,D,2005-06
D1,17/12/05,Kaiserslautern,Wolfsburg,3,2,H,1,0,H,2005-06
D1,17/12/05,Leverkusen,Hannover,0,0,D,0,0,D,2005-06
D1,17/12/05,Mainz,Duisburg,1,1,D,1,0,H,2005-06
D1,17/12/05,M'gladbach,Ein Frankfurt,4,3,H,1,2,A,2005-06
D1,17/12/05,Stuttgart,Schalke 04,2,0,H,0,0,D,2005-06
D1,18/12/05,Hertha,Nurnberg,1,1,D,0,0,D,2005-06
D1,18/12/05,Werder Bremen,Hamburg,1,1,D,1,0,H,2005-06
D1,27/01/06,M'gladbach,Bayern Munich,1,3,A,0,1,A,2005-06
D1,28/01/06,Dortmund,Wolfsburg,3,2,H,2,1,H,2005-06
D1,28/01/06,Hertha,Hannover,1,1,D,0,1,A,2005-06
D1,28/01/06,Leverkusen,Ein Frankfurt,2,1,H,0,1,A,2005-06
D1,28/01/06,Mainz,FC Koln,4,2,H,1,1,D,2005-06
D1,28/01/06,Nurnberg,Hamburg,2,1,H,0,0,D,2005-06
D1,28/01/06,Stuttgart,Duisburg,0,1,A,0,1,A,2005-06
D1,29/01/06,Bielefeld,Werder Bremen,0,1,A,0,0,D,2005-06
D1,29/01/06,Kaiserslautern,Schalke 04,0,2,A,0,1,A,2005-06
D1,4/2/2006,Bayern Munich,Leverkusen,1,0,H,1,0,H,2005-06
D1,4/2/2006,Duisburg,Kaiserslautern,2,2,D,1,0,H,2005-06
D1,4/2/2006,Ein Frankfurt,Hertha,1,1,D,0,1,A,2005-06
D1,4/2/2006,FC Koln,Stuttgart,0,0,D,0,0,D,2005-06
D1,4/2/2006,Hamburg,Bielefeld,2,1,H,0,1,A,2005-06
D1,4/2/2006,Schalke 04,Dortmund,0,0,D,0,0,D,2005-06
D1,4/2/2006,Werder Bremen,Mainz,4,2,H,3,2,H,2005-06
D1,5/2/2006,Hannover,Nurnberg,1,1,D,0,0,D,2005-06
D1,5/2/2006,Wolfsburg,M'gladbach,2,0,H,1,0,H,2005-06
D1,7/2/2006,Dortmund,Duisburg,2,0,H,0,0,D,2005-06
D1,7/2/2006,Hertha,Bayern Munich,0,0,D,0,0,D,2005-06
D1,7/2/2006,Kaiserslautern,FC Koln,2,2,D,1,1,D,2005-06
D1,7/2/2006,Mainz,Bielefeld,1,1,D,0,0,D,2005-06
D1,8/2/2006,Hannover,Hamburg,2,1,H,0,0,D,2005-06
D1,8/2/2006,Leverkusen,Wolfsburg,4,0,H,1,0,H,2005-06
D1,8/2/2006,M'gladbach,Schalke 04,0,0,D,0,0,D,2005-06
D1,8/2/2006,Nurnberg,Ein Frankfurt,0,1,A,0,1,A,2005-06
D1,8/2/2006,Stuttgart,Werder Bremen,0,0,D,0,0,D,2005-06
D1,11/2/2006,Bielefeld,Stuttgart,2,1,H,1,1,D,2005-06
D1,11/2/2006,Duisburg,M'gladbach,1,1,D,1,1,D,2005-06
D1,11/2/2006,Ein Frankfurt,Hannover,0,1,A,0,0,D,2005-06
D1,11/2/2006,Hamburg,Mainz,1,0,H,1,0,H,2005-06
D1,11/2/2006,Schalke 04,Leverkusen,7,4,H,3,1,H,2005-06
D1,11/2/2006,Werder Bremen,Kaiserslautern,0,2,A,0,0,D,2005-06
D1,11/2/2006,Wolfsburg,Hertha,1,1,D,0,1,A,2005-06
D1,12/2/2006,Bayern Munich,Nurnberg,2,1,H,1,1,D,2005-06
D1,12/2/2006,FC Koln,Dortmund,0,0,D,0,0,D,2005-06
D1,18/02/06,Dortmund,Werder Bremen,0,1,A,0,1,A,2005-06
D1,18/02/06,Hannover,Bayern Munich,1,1,D,0,0,D,2005-06
D1,18/02/06,Hertha,Schalke 04,1,2,A,1,2,A,2005-06
D1,18/02/06,Kaiserslautern,Bielefeld,2,0,H,1,0,H,2005-06
D1,18/02/06,Leverkusen,Duisburg,3,2,H,2,1,H,2005-06
D1,18/02/06,M'gladbach,FC Koln,2,0,H,0,0,D,2005-06
D1,18/02/06,Nurnberg,Wolfsburg,1,0,H,1,0,H,2005-06
D1,19/02/06,Ein Frankfurt,Hamburg,1,2,A,1,1,D,2005-06
D1,19/02/06,Stuttgart,Mainz,2,1,H,1,1,D,2005-06
D1,25/02/06,Bayern Munich,Ein Frankfurt,5,2,H,3,1,H,2005-06
D1,25/02/06,Bielefeld,Dortmund,1,0,H,1,0,H,2005-06
D1,25/02/06,FC Koln,Leverkusen,0,3,A,0,0,D,2005-06
D1,25/02/06,Mainz,Kaiserslautern,0,2,A,0,2,A,2005-06
D1,25/02/06,Schalke 04,Nurnberg,2,0,H,0,0,D,2005-06
D1,25/02/06,Werder Bremen,M'gladbach,2,0,H,2,0,H,2005-06
D1,25/02/06,Wolfsburg,Hannover,2,1,H,1,1,D,2005-06
D1,26/02/06,Duisburg,Hertha,2,1,H,1,0,H,2005-06
D1,26/02/06,Hamburg,Stuttgart,0,2,A,0,1,A,2005-06
D1,4/3/2006,Bayern Munich,Hamburg,1,2,A,0,1,A,2005-06
D1,4/3/2006,Dortmund,Mainz,1,1,D,1,0,H,2005-06
D1,4/3/2006,Hannover,Schalke 04,1,2,A,0,2,A,2005-06
D1,4/3/2006,Hertha,FC Koln,2,4,A,0,0,D,2005-06
D1,4/3/2006,Leverkusen,Werder Bremen,1,1,D,1,1,D,2005-06
D1,4/3/2006,Nurnberg,Duisburg,3,0,H,2,0,H,2005-06
D1,5/3/2006,Ein Frankfurt,Wolfsburg,1,1,D,0,0,D,2005-06
D1,5/3/2006,M'gladbach,Bielefeld,2,0,H,1,0,H,2005-06
D1,7/3/2006,Kaiserslautern,Stuttgart,1,1,D,1,0,H,2005-06
D1,11/3/2006,Bielefeld,Leverkusen,1,0,H,1,0,H,2005-06
D1,11/3/2006,Duisburg,Hannover,0,0,D,0,0,D,2005-06
D1,11/3/2006,FC Koln,Nurnberg,3,4,A,1,3,A,2005-06
D1,11/3/2006,Mainz,M'gladbach,3,0,H,0,0,D,2005-06
D1,11/3/2006,Stuttgart,Dortmund,0,0,D,0,0,D,2005-06
D1,11/3/2006,Werder Bremen,Hertha,0,3,A,0,0,D,2005-06
D1,11/3/2006,Wolfsburg,Bayern Munich,0,0,D,0,0,D,2005-06
D1,12/3/2006,Hamburg,Kaiserslautern,3,0,H,0,0,D,2005-06
D1,12/3/2006,Schalke 04,Ein Frankfurt,2,0,H,0,0,D,2005-06
D1,18/03/06,Dortmund,Kaiserslautern,2,1,H,1,1,D,2005-06
D1,18/03/06,Ein Frankfurt,Duisburg,5,2,H,3,2,H,2005-06
D1,18/03/06,Hannover,FC Koln,1,0,H,1,0,H,2005-06
D1,18/03/06,Leverkusen,Mainz,1,2,A,0,1,A,2005-06
D1,18/03/06,M'gladbach,Stuttgart,1,1,D,0,0,D,2005-06
D1,18/03/06,Nurnberg,Werder Bremen,3,1,H,2,0,H,2005-06
D1,18/03/06,Wolfsburg,Hamburg,0,1,A,0,1,A,2005-06
D1,19/03/06,Bayern Munich,Schalke 04,3,0,H,0,0,D,2005-06
D1,19/03/06,Hertha,Bielefeld,1,0,H,0,0,D,2005-06
D1,25/03/06,Duisburg,Bayern Munich,1,3,A,1,0,H,2005-06
D1,25/03/06,FC Koln,Ein Frankfurt,1,1,D,1,1,D,2005-06
D1,25/03/06,Hamburg,Dortmund,2,4,A,1,1,D,2005-06
D1,25/03/06,Mainz,Hertha,2,2,D,0,1,A,2005-06
D1,25/03/06,Schalke 04,Wolfsburg,2,2,D,1,1,D,2005-06
D1,25/03/06,Stuttgart,Leverkusen,0,2,A,0,1,A,2005-06
D1,25/03/06,Werder Bremen,Hannover,5,0,H,2,0,H,2005-06
D1,26/03/06,Bielefeld,Nurnberg,0,0,D,0,0,D,2005-06
D1,26/03/06,Kaiserslautern,M'gladbach,3,0,H,2,0,H,2005-06
D1,1/4/2006,Bayern Munich,FC Koln,2,2,D,2,2,D,2005-06
D1,1/4/2006,Ein Frankfurt,Werder Bremen,0,1,A,0,0,D,2005-06
D1,1/4/2006,Hertha,Stuttgart,2,0,H,0,0,D,2005-06
D1,1/4/2006,Leverkusen,Kaiserslautern,5,1,H,2,0,H,2005-06
D1,1/4/2006,M'gladbach,Dortmund,2,1,H,2,1,H,2005-06
D1,1/4/2006,Nurnberg,Mainz,3,0,H,1,0,H,2005-06
D1,1/4/2006,Wolfsburg,Duisburg,1,1,D,0,0,D,2005-06
D1,2/4/2006,Hannover,Bielefeld,0,1,A,0,1,A,2005-06
D1,2/4/2006,Schalke 04,Hamburg,0,2,A,0,0,D,2005-06
D1,8/4/2006,Bielefeld,Ein Frankfurt,1,0,H,0,0,D,2005-06
D1,8/4/2006,Dortmund,Leverkusen,1,2,A,1,1,D,2005-06
D1,8/4/2006,FC Koln,Wolfsburg,3,0,H,0,0,D,2005-06
D1,8/4/2006,Kaiserslautern,Hertha,0,2,A,0,2,A,2005-06
D1,8/4/2006,Mainz,Hannover,0,0,D,0,0,D,2005-06
D1,8/4/2006,Stuttgart,Nurnberg,1,0,H,0,0,D,2005-06
D1,8/4/2006,Werder Bremen,Bayern Munich,3,0,H,1,0,H,2005-06
D1,9/4/2006,Duisburg,Schalke 04,1,1,D,1,0,H,2005-06
D1,9/4/2006,Hamburg,M'gladbach,2,0,H,1,0,H,2005-06
D1,15/04/06,Bayern Munich,Bielefeld,2,0,H,0,0,D,2005-06
D1,15/04/06,Duisburg,Hamburg,0,2,A,0,2,A,2005-06
D1,15/04/06,Ein Frankfurt,Mainz,0,0,D,0,0,D,2005-06
D1,15/04/06,Hertha,Dortmund,0,0,D,0,0,D,2005-06
D1,15/04/06,Leverkusen,M'gladbach,2,1,H,1,0,H,2005-06
D1,15/04/06,Schalke 04,FC Koln,1,1,D,0,1,A,2005-06
D1,15/04/06,Wolfsburg,Werder Bremen,1,1,D,1,1,D,2005-06
D1,16/04/06,Hannover,Stuttgart,3,3,D,2,0,H,2005-06
D1,16/04/06,Nurnberg,Kaiserslautern,3,2,H,1,1,D,2005-06
D1,22/04/06,Bielefeld,Wolfsburg,0,1,A,0,1,A,2005-06
D1,22/04/06,Dortmund,Nurnberg,2,1,H,1,1,D,2005-06
D1,22/04/06,FC Koln,Duisburg,3,1,H,1,0,H,2005-06
D1,22/04/06,Hamburg,Leverkusen,0,2,A,0,1,A,2005-06
D1,22/04/06,Kaiserslautern,Hannover,1,0,H,1,0,H,2005-06
D1,22/04/06,M'gladbach,Hertha,2,2,D,1,1,D,2005-06
D1,22/04/06,Stuttgart,Ein Frankfurt,0,2,A,0,0,D,2005-06
D1,23/04/06,Mainz,Bayern Munich,2,2,D,2,2,D,2005-06
D1,23/04/06,Werder Bremen,Schalke 04,0,0,D,0,0,D,2005-06
D1,2/5/2006,FC Koln,Hamburg,0,1,A,0,1,A,2005-06
D1,2/5/2006,Hannover,Dortmund,1,2,A,1,0,H,2005-06
D1,2/5/2006,Hertha,Leverkusen,1,5,A,1,3,A,2005-06
D1,2/5/2006,Nurnberg,M'gladbach,5,2,H,1,2,A,2005-06
D1,3/5/2006,Bayern Munich,Stuttgart,3,1,H,2,1,H,2005-06
D1,3/5/2006,Duisburg,Werder Bremen,3,5,A,2,3,A,2005-06
D1,3/5/2006,Ein Frankfurt,Kaiserslautern,2,2,D,0,1,A,2005-06
D1,3/5/2006,Schalke 04,Bielefeld,3,1,H,1,0,H,2005-06
D1,3/5/2006,Wolfsburg,Mainz,0,3,A,0,1,A,2005-06
D1,6/5/2006,Bielefeld,Duisburg,0,2,A,0,0,D,2005-06
D1,6/5/2006,Dortmund,Ein Frankfurt,1,1,D,0,0,D,2005-06
D1,6/5/2006,Hertha,Hamburg,4,2,H,1,2,A,2005-06
D1,6/5/2006,Kaiserslautern,Bayern Munich,1,1,D,1,0,H,2005-06
D1,6/5/2006,Leverkusen,Nurnberg,2,2,D,0,1,A,2005-06
D1,6/5/2006,Mainz,Schalke 04,1,0,H,1,0,H,2005-06
D1,6/5/2006,M'gladbach,Hannover,2,2,D,0,1,A,2005-06
D1,6/5/2006,Stuttgart,Wolfsburg,2,1,H,1,1,D,2005-06
D1,6/5/2006,Werder Bremen,FC Koln,6,0,H,3,0,H,2005-06
D1,13/05/06,Bayern Munich,Dortmund,3,3,D,1,1,D,2005-06
D1,13/05/06,Duisburg,Mainz,0,0,D,0,0,D,2005-06
D1,13/05/06,Ein Frankfurt,M'gladbach,0,2,A,0,0,D,2005-06
D1,13/05/06,FC Koln,Bielefeld,4,2,H,1,0,H,2005-06
D1,13/05/06,Hamburg,Werder Bremen,1,2,A,0,1,A,2005-06
D1,13/05/06,Hannover,Leverkusen,2,2,D,1,2,A,2005-06
D1,13/05/06,Nurnberg,Hertha,2,1,H,1,1,D,2005-06
D1,13/05/06,Schalke 04,Stuttgart,3,2,H,0,1,A,2005-06
D1,13/05/06,Wolfsburg,Kaiserslautern,2,2,D,0,1,A,2005-06
D1,11/8/2006,Bayern Munich,Dortmund,2,0,H,1,0,H,2006-07
D1,12/8/2006,Hamburg,Bielefeld,1,1,D,0,1,A,2006-07
D1,12/8/2006,Leverkusen,Aachen,3,0,H,2,0,H,2006-07
D1,12/8/2006,Mainz,Bochum,2,1,H,1,0,H,2006-07
D1,12/8/2006,M'gladbach,Cottbus,2,0,H,0,0,D,2006-07
D1,12/8/2006,Schalke 04,Ein Frankfurt,1,1,D,1,0,H,2006-07
D1,12/8/2006,Stuttgart,Nurnberg,0,3,A,0,2,A,2006-07
D1,13/08/06,Hannover,Werder Bremen,2,4,A,1,1,D,2006-07
D1,13/08/06,Wolfsburg,Hertha,0,0,D,0,0,D,2006-07
D1,18/08/06,Nurnberg,M'gladbach,1,0,H,1,0,H,2006-07
D1,19/08/06,Aachen,Schalke 04,0,1,A,0,0,D,2006-07
D1,19/08/06,Cottbus,Hamburg,2,2,D,0,1,A,2006-07
D1,19/08/06,Dortmund,Mainz,1,1,D,0,0,D,2006-07
D1,19/08/06,Ein Frankfurt,Wolfsburg,0,0,D,0,0,D,2006-07
D1,19/08/06,Hertha,Hannover,4,0,H,2,0,H,2006-07
D1,19/08/06,Werder Bremen,Leverkusen,2,1,H,1,1,D,2006-07
D1,20/08/06,Bielefeld,Stuttgart,2,3,A,0,1,A,2006-07
D1,20/08/06,Bochum,Bayern Munich,1,2,A,0,1,A,2006-07
D1,25/08/06,Schalke 04,Werder Bremen,2,0,H,1,0,H,2006-07
D1,26/08/06,Bayern Munich,Nurnberg,0,0,D,0,0,D,2006-07
D1,26/08/06,Bochum,Cottbus,0,1,A,0,0,D,2006-07
D1,26/08/06,Hannover,Aachen,0,3,A,0,1,A,2006-07
D1,26/08/06,Leverkusen,Wolfsburg,1,1,D,0,0,D,2006-07
D1,26/08/06,M'gladbach,Bielefeld,1,0,H,0,0,D,2006-07
D1,26/08/06,Stuttgart,Dortmund,1,3,A,1,2,A,2006-07
D1,27/08/06,Hamburg,Hertha,1,1,D,1,0,H,2006-07
D1,27/08/06,Mainz,Ein Frankfurt,1,1,D,0,1,A,2006-07
D1,15/09/06,Wolfsburg,Hannover,1,2,A,0,0,D,2006-07
D1,16/09/06,Aachen,M'gladbach,4,2,H,2,0,H,2006-07
D1,16/09/06,Bielefeld,Bayern Munich,2,1,H,1,1,D,2006-07
D1,16/09/06,Cottbus,Mainz,2,0,H,0,0,D,2006-07
D1,16/09/06,Dortmund,Hamburg,1,0,H,0,0,D,2006-07
D1,16/09/06,Nurnberg,Bochum,1,1,D,1,1,D,2006-07
D1,16/09/06,Werder Bremen,Stuttgart,2,3,A,2,1,H,2006-07
D1,17/09/06,Ein Frankfurt,Leverkusen,3,1,H,0,0,D,2006-07
D1,17/09/06,Hertha,Schalke 04,2,0,H,1,0,H,2006-07
D1,22/09/06,M'gladbach,Dortmund,1,0,H,1,0,H,2006-07
D1,23/09/06,Bayern Munich,Aachen,2,1,H,1,1,D,2006-07
D1,23/09/06,Hamburg,Werder Bremen,1,1,D,0,0,D,2006-07
D1,23/09/06,Hannover,Leverkusen,1,1,D,0,1,A,2006-07
D1,23/09/06,Mainz,Hertha,1,1,D,0,0,D,2006-07
D1,23/09/06,Schalke 04,Wolfsburg,2,0,H,0,0,D,2006-07
D1,23/09/06,Stuttgart,Ein Frankfurt,1,1,D,0,0,D,2006-07
D1,24/09/06,Bochum,Bielefeld,2,1,H,0,1,A,2006-07
D1,24/09/06,Cottbus,Nurnberg,1,1,D,0,1,A,2006-07
D1,29/09/06,Dortmund,Hannover,2,2,D,1,0,H,2006-07
D1,30/09/06,Aachen,Bochum,2,1,H,0,1,A,2006-07
D1,30/09/06,Bielefeld,Cottbus,3,1,H,0,1,A,2006-07
D1,30/09/06,Ein Frankfurt,Hamburg,2,2,D,1,0,H,2006-07
D1,30/09/06,Nurnberg,Mainz,1,1,D,1,0,H,2006-07
D1,30/09/06,Werder Bremen,M'gladbach,3,0,H,3,0,H,2006-07
D1,30/09/06,Wolfsburg,Bayern Munich,1,0,H,1,0,H,2006-07
D1,1/10/2006,Hertha,Stuttgart,2,2,D,2,1,H,2006-07
D1,1/10/2006,Leverkusen,Schalke 04,3,1,H,1,1,D,2006-07
D1,13/10/06,Mainz,Aachen,1,3,A,1,2,A,2006-07
D1,14/10/06,Bayern Munich,Hertha,4,2,H,2,0,H,2006-07
D1,14/10/06,Bochum,Werder Bremen,0,6,A,0,1,A,2006-07
D1,14/10/06,Hamburg,Schalke 04,1,2,A,1,1,D,2006-07
D1,14/10/06,Hannover,Ein Frankfurt,1,1,D,1,0,H,2006-07
D1,14/10/06,M'gladbach,Wolfsburg,3,1,H,2,1,H,2006-07
D1,14/10/06,Stuttgart,Leverkusen,3,0,H,1,0,H,2006-07
D1,15/10/06,Cottbus,Dortmund,2,3,A,1,1,D,2006-07
D1,15/10/06,Nurnberg,Bielefeld,1,1,D,1,1,D,2006-07
D1,20/10/06,Dortmund,Bochum,1,1,D,1,1,D,2006-07
D1,21/10/06,Aachen,Cottbus,1,2,A,1,0,H,2006-07
D1,21/10/06,Bielefeld,Mainz,1,0,H,0,0,D,2006-07
